Argument.0.Value,TrafficData.Rank,Country.IN.Rank,Country.ID.Rank,Country.EG.Rank,Country.SG.Rank,Country.TR.Rank,Country.RU.Rank,Country.IL.Rank,Country.TW.Rank,Country.PK.Rank,Country.US.Rank,Country.HK.Rank,Country.AU.Rank,Country.SA.Rank,Country.CH.Rank,Country.NG.Rank,Country.AE.Rank,Country.CO.Rank,Country.KR.Rank,Country.BR.Rank,Country.GR.Rank,Country.ZA.Rank,Country.MX.Rank,Country.CA.Rank,Country.JP.Rank,Country.O.Rank,Country.DE.Rank,Country.PH.Rank,Country.IR.Rank,Country.GB.Rank,Country.FR.Rank,Country.IT.Rank,Country.MY.Rank,Country.DZ.Rank,Country.QA.Rank,Country.ES.Rank,Country.IE.Rank,Country.NL.Rank,Country.AR.Rank,Country.DK.Rank,Country.CN.Rank,Country.TT.Rank,Country.FI.Rank,Country.NO.Rank,Country.VE.Rank,Country.BE.Rank,Country.CZ.Rank,Country.KE.Rank,Country.RO.Rank,Country.BD.Rank,Country.HR.Rank,Country.SD.Rank,Country.JO.Rank,Country.ET.Rank,Country.AZ.Rank,Country.CR.Rank,Country.VN.Rank,Country.LK.Rank,Country.MK.Rank,Country.NZ.Rank,Country.SY.Rank,Country.KW.Rank,Country.MM.Rank,Country.SE.Rank,Country.BA.Rank,Country.RS.Rank,Country.AT.Rank,Country.TZ.Rank,Country.TH.Rank,Country.LU.Rank,Country.UG.Rank,Country.NP.Rank,Country.UA.Rank,Country.PA.Rank,Country.GH.Rank,Country.PL.Rank,Country.TN.Rank,Country.MA.Rank,Country.PT.Rank,Country.NI.Rank,Country.IQ.Rank,Country.CL.Rank,Country.KZ.Rank,Country.YE.Rank,Country.DO.Rank,Country.CU.Rank,Country.PE.Rank,Country.PR.Rank,Country.CM.Rank,Country.AF.Rank,Country.GI.Rank,Country.AD.Rank,Country.EE.Rank,Country.EC.Rank,Country.GP.Rank,Country.BW.Rank,Country.SN.Rank,Country.SV.Rank,Country.GT.Rank,Country.AM.Rank,Country.GE.Rank,Country.AL.Rank,Country.BM.Rank,Country.AO.Rank,Country.MZ.Rank,Country.UY.Rank,Country.PY.Rank,Country.CI.Rank,Country.GF.Rank,Country.MQ.Rank,Country.CD.Rank,Country.MG.Rank,Country.BO.Rank,Country.BF.Rank,Country.PF.Rank,Country.KG.Rank,Country.MN.Rank,Country.TM.Rank,Country.LB.Rank,Country.LA.Rank,Country.GQ.Rank,Country.HN.Rank,Country.HU.Rank,Country.BY.Rank,Country.ZM.Rank,Country.RW.Rank,Country.NA.Rank,Country.KH.Rank,Country.CV.Rank,Country.ML.Rank,Country.NE.Rank,Country.BI.Rank,Country.TG.Rank,Country.GN.Rank,Country.BJ.Rank,Country.TD.Rank,Country.GA.Rank,Country.BH.Rank,Country.MU.Rank,Country.OM.Rank,Country.SL.Rank,Country.ZW.Rank,Country.CG.Rank,Country.IM.Rank,Country.SO.Rank,Country.BB.Rank,Country.BG.Rank,Country.LT.Rank,Country.UZ.Rank,Country.SK.Rank,Country.HT.Rank,Country.MD.Rank,Country.LY.Rank,Country.ME.Rank,Country.SI.Rank,Country.RE.Rank,Country.FJ.Rank,Country.BN.Rank,Country.PS.Rank,Country.MT.Rank,Country.JE.Rank,Country.JM.Rank,Country.GY.Rank,Country.SZ.Rank,Country.MW.Rank,Country.MR.Rank,Country.GG.Rank,Country.SC.Rank,Country.BS.Rank,Country.BT.Rank,Country.PG.Rank,Country.DJ.Rank,Country.MO.Rank,Country.AW.Rank,Country.LC.Rank,Country.KY.Rank,Country.IS.Rank,Country.GU.Rank,Country.AI.Rank,Country.BZ.Rank,Country.MC.Rank,Country.CW.Rank,Country.LV.Rank,Country.TJ.Rank,Country.GM.Rank,Country.SR.Rank,Country.CY.Rank,Country.LR.Rank,Country.SB.Rank
http://blog.jeep.com/,16263,83628,,,,,,,,,3101,,,10899,,,7565,,,,,,,12835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://blog.toyota.co.uk/,101374,139263,,,,,,,,,200643,,,,,,,,,,6982,,,,,,,,,5167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.truecar.com/blog,6568,55363,,,,,,,,17847,1336,,,,,4488,,,,,,,,21912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://alicepoint.com/,1415730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.andeelayne.com/,617093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://anders-anziehen.blogspot.com/,3265932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://annstreetstudio.com/,2908773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://apartment34.com/,693851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://apieceoftoastblog.com/,1902142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://apipocamaisdoce.sapo.pt/,1495,15404,,,,,,,,,26706,,,,,,,,,582,,,,,,,,,,4679,2955,,,,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://atlantic-pacific.blogspot.com/,7497211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.barefootblonde.com/,287390,,,,,,,,,,107068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.bbcicecream.com/,192156,,,,,,,,,,54929,,,,,,,,,,,,,33626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://acidcow.com/,46636,48623,,,,34191,50084,,,,22437,,,,,,,,,,,,,,,,,,,,,,,,,,,2642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://all-that-is-interesting.com/,4328442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://prairiehome.publicradio.org/,80033,,,,,,45083,,,,28121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://batman-news.com/,117301,59102,,,,,,13563,,,53984,,,,,,,,,,,,,,,,,,,,,,,9050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.bitsandpieces.us/,401390,,,,,,,9988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://blindgossip.com/,30789,93370,,19371,,,,,,,7792,,,,,,,,,,,,,7640,,,,,,7097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.moviefone.com/,7174,2749,7702,16665,7509,,22878,5680,,1202,5573,7756,5936,4823,,8776,2250,,,,,6008,15511,3540,,,9246,3935,,3034,4012,,1820,,1755,,1235,,,,,,,,,,,,,2710,,,,,4944,,,2552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://blog.roku.com/,4700,14450,,,,,42212,393,,6785,948,,12890,,,8549,,,,,,7181,2939,2656,,,,,,10218,,,,,,,,,4747,,,,,,,,,,,4593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.rogerebert.com/,17278,19402,23477,28632,,37809,,,,6004,5809,,4719,,,,,6808,,,,,8286,8102,,,,3374,,4057,,,,,,,,,4973,,,,,,,,,,,,,,,,,,,,,3485,,,,,,4048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://blogs.wsj.com/speakeasy,392,740,,,262,,1605,,921,,101,260,293,,477,,,,748,1953,,,589,237,681,,1509,,,,,,,,,,,,775,,2085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://cavemancircus.com/,74745,,,,,,,,,,31230,,,,,,,,,,,,,,,,,,,5844,,,,,,,,,,2466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.complex.com/,4191,10251,,,2606,,28906,,6745,,1226,,2835,,,1661,,,,9752,6435,2390,9321,1659,,,6237,1957,,3778,,,,,,,,,8900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://coed.com/,122102,99227,,,,,,,,,38441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://9to5google.com/,9643,3132,9217,5859,6150,11846,,,8835,5032,5606,2580,4503,,,3764,7857,,4554,17016,9980,,14121,4922,18293,,,9047,8739,10865,,,3109,,,,,,,,,,,,,,,,,2346,,,,,,,12109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://9to5mac.com/,7781,5369,,13659,3166,11392,,,6006,7920,2759,898,3896,,4115,6125,,,2114,12888,10877,,17875,4645,8713,,4949,3359,13013,9928,,,5482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://hipertextual.com/,12071,139460,,,,,,,,,76529,,,,,,,772,,,,,552,,,,,,,,,,,,,1370,,,855,,,,,,938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1096,,,,,,,,1974,,,1256,,1015,,,,,,,1037,,,,977,790,,,,,,,987,,,,,,,951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://andrewchen.co/,92909,59705,,,,,,,,,56634,,35319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://androidcommunity.com/,130673,71189,,,,76812,,,,50169,167093,,,,,,,,,,,,,50632,,,,,70759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://attivissimo.blogspot.com/,139894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://aws.amazon.com/blogs/aws,14,10,,30,8,,,,45,9,3,6,15,21,,14,,,12,37,,,15,12,12,,43,,,38,56,,,,,,,,,,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.azofreeware.com/,36938,,,,,,,,569,,,3107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://beautifulpixels.com/,859708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ben-evans.com/benedictevans,136019,160230,,,,,,,19417,,173477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bits.blogs.nytimes.com/,78,109,,,52,,,,118,127,15,82,71,,66,127,,,41,238,,111,85,51,66,,225,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blog.bufferapp.com/,4293186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://25iq.com/,509663,,,,,,,,,,179147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://500.co/,55445,22543,,36639,6766,55820,,,,,37853,,27200,,,7688,,,,,,,,,,,,,62403,,,,15108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://a16z.com/,18630,13589,,37483,6223,47401,,10746,8020,28121,5621,,8981,,,,16235,,,,,,10688,5283,,,,,53675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://abnormalreturns.com/,502719,,,,,,,,,,183740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://abovethecrowd.com/,182575,,,,,,,,,,95997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://adage.com/,16381,14236,,21817,8328,,,7645,14208,,3652,9224,23824,,,,12553,10041,,,,,12611,8218,,,,,34545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://addicted2success.com/,42521,12155,,,2893,,,,,18834,25514,,,5166,,9199,,,,,,,14866,34989,,,,15514,,,,,,,,,,,,,,,,,,,,,,12357,,,,,,,,9162,,,,,,,,7332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://allthingsd.com/,514225,,,,,,,,,,211986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.behind-the-enemy-lines.com/,1605262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://betalist.com/,26443,9652,,,8783,27035,,,,26167,21991,,8692,,,,,,,,,,6808,29930,21363,,,,67265,,,,,,,,,,,,,,,,,,,,,23038,,,,,,,,,,,,,,,,,,,15631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://blog.asana.com/,1146,1228,,,1532,2025,,597,900,1070,540,1031,579,,1483,,,1392,5251,1533,1310,1117,641,798,3353,,11167,251,,,,,,,,,,,1888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://blog.asmartbear.com/,667508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://guykawasaki.com/,163420,78610,,,,,,,,,76795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://blog.hubspot.com/marketing,508,169,,944,281,2057,,145,1196,331,181,486,195,957,240,327,219,289,,606,,252,262,186,1451,,4906,204,1802,,,,665,,,,,,,,5792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://blog.hubspot.com/sales,508,169,,944,281,2057,,145,1196,331,181,486,195,957,240,327,219,289,,606,,252,262,186,1451,,4906,204,1802,,,,665,,,,,,,,5792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://20committee.com/,6110402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://972mag.com/,276424,,,,,,,,,,113471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
